CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment,Cluster,Customer_Cluster
CUST012963,413,2,1067.45,3,2,2,322,7,Potential Loyalists,2,Occasional Customers
CUST012966,385,2,1649.31,4,2,3,423,9,Potential Loyalists,2,Occasional Customers
CUST012967,998,1,422.7,2,1,1,211,4,At Risk,1,Inactive Customers
CUST012968,91,1,1151.36,5,1,2,512,8,Potential Loyalists,2,Occasional Customers
CUST012969,1541,1,363.94,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST012970,442,3,1977.95,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST012971,1119,1,1934.51,1,1,3,113,5,At Risk,1,Inactive Customers
CUST012973,80,3,2052.41,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST012974,1101,1,1331.24,1,1,2,112,4,At Risk,1,Inactive Customers
CUST012976,771,3,1814.5500000000002,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST012977,480,3,1087.51,3,4,2,342,9,Potential Loyalists,0,Regular Customers
CUST012978,386,1,586.24,4,1,1,411,6,At Risk,2,Occasional Customers
CUST012980,869,1,961.74,2,1,2,212,5,At Risk,1,Inactive Customers
CUST012982,342,3,1360.42,4,4,2,442,10,Loyal Customers,0,Regular Customers
CUST012984,930,2,1290.1599999999999,2,2,2,222,6,At Risk,1,Inactive Customers
CUST012985,365,2,2716.77,4,2,4,424,10,Loyal Customers,0,Regular Customers
CUST012986,665,1,1864.7,3,1,3,313,7,Potential Loyalists,2,Occasional Customers
CUST012987,3,4,3856.52,5,5,5,555,15,Champions,3,High Value Customers
CUST012988,1742,1,427.22,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST012989,143,4,1574.7800000000002,5,5,3,553,13,Champions,0,Regular Customers
CUST012990,518,3,2881.7,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST012991,222,1,1224.08,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST012992,917,1,1176.5,2,1,2,212,5,At Risk,1,Inactive Customers
CUST012993,240,3,2844.49,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST012994,120,1,574.18,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST012995,234,3,1382.81,4,4,2,442,10,Loyal Customers,0,Regular Customers
CUST012997,277,4,3918.29,4,5,5,455,14,Champions,3,High Value Customers
CUST012998,195,3,3903.17,4,4,5,445,13,Champions,0,Regular Customers
CUST012999,175,3,1884.37,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST013000,289,2,4157.55,4,2,5,425,11,Loyal Customers,0,Regular Customers
CUST013001,10,3,3210.0499999999997,5,4,4,544,13,Champions,0,Regular Customers
CUST013002,138,2,1391.08,5,2,2,522,9,Potential Loyalists,2,Occasional Customers
CUST013003,1000,2,2129.43,2,2,3,223,7,Potential Loyalists,1,Inactive Customers
CUST013004,1819,1,1110.46,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013005,351,4,3549.4900000000002,4,5,5,455,14,Champions,0,Regular Customers
CUST013006,58,4,1860.17,5,5,3,553,13,Champions,0,Regular Customers
CUST013007,324,1,1255.77,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST013008,1356,2,4208.36,1,2,5,125,8,Potential Loyalists,1,Inactive Customers
CUST013009,1670,1,3001.75,1,1,4,114,6,At Risk,1,Inactive Customers
CUST013010,1463,2,1107.6399999999999,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013011,360,3,2169.7200000000003,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST013012,287,3,3001.65,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013013,948,2,341.11,2,2,1,221,5,At Risk,1,Inactive Customers
CUST013015,875,2,949.45,2,2,2,222,6,At Risk,1,Inactive Customers
CUST013017,1190,1,1306.63,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013018,78,3,3827.33,5,4,5,545,14,Champions,0,Regular Customers
CUST013019,1091,2,1910.52,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013020,683,1,2902.58,2,1,4,214,7,Potential Loyalists,2,Occasional Customers
CUST013022,396,1,36.66,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013023,1708,1,246.09,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013024,429,1,272.8,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013026,545,3,1738.12,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST013028,1510,1,489.63,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013029,862,1,108.51,2,1,1,211,4,At Risk,1,Inactive Customers
CUST013030,373,3,3296.7200000000003,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013031,720,3,1868.07,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST013032,12,2,3596.3199999999997,5,2,5,525,12,Loyal Customers,0,Regular Customers
CUST013033,190,1,1622.03,4,1,3,413,8,Potential Loyalists,2,Occasional Customers
CUST013034,184,3,4032.49,4,4,5,445,13,Champions,0,Regular Customers
CUST013035,771,3,1334.54,2,4,2,242,8,Potential Loyalists,0,Regular Customers
CUST013037,114,3,2543.2,5,4,4,544,13,Champions,0,Regular Customers
CUST013038,116,2,2500.85,5,2,4,524,11,Loyal Customers,0,Regular Customers
CUST013039,441,2,3431.45,3,2,5,325,10,Loyal Customers,0,Regular Customers
CUST013040,164,3,2654.53,5,4,4,544,13,Champions,0,Regular Customers
CUST013041,1600,1,149.02,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013042,79,4,2982.1899999999996,5,5,4,554,14,Champions,0,Regular Customers
CUST013043,751,2,2524.37,2,2,4,224,8,Potential Loyalists,0,Regular Customers
CUST013045,46,3,2648.42,5,4,4,544,13,Champions,0,Regular Customers
CUST013046,35,4,3254.75,5,5,4,554,14,Champions,0,Regular Customers
CUST013047,419,1,2349.65,3,1,4,314,8,Potential Loyalists,2,Occasional Customers
CUST013048,849,2,2291.88,2,2,4,224,8,Potential Loyalists,1,Inactive Customers
CUST013049,229,2,2291.7200000000003,4,2,4,424,10,Loyal Customers,2,Occasional Customers
CUST013050,699,2,1941.43,2,2,3,223,7,Potential Loyalists,2,Occasional Customers
CUST013051,233,2,1471.12,4,2,3,423,9,Potential Loyalists,2,Occasional Customers
CUST013052,1358,1,398.98,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013053,396,1,1222.04,3,1,2,312,6,At Risk,2,Occasional Customers
CUST013054,439,3,4623.96,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST013055,1136,4,2815.91,1,5,4,154,10,Loyal Customers,0,Regular Customers
CUST013056,283,3,2287.34,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013057,347,2,4366.65,4,2,5,425,11,Loyal Customers,0,Regular Customers
CUST013058,293,6,4844.849999999999,4,5,5,455,14,Champions,3,High Value Customers
CUST013059,1735,1,1414.28,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013062,138,3,1426.26,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST013063,420,2,1802.03,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013064,746,2,1629.2,2,2,3,223,7,Potential Loyalists,2,Occasional Customers
CUST013065,399,2,2000.8899999999999,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013066,196,2,1268.81,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013067,302,2,3444.88,4,2,5,425,11,Loyal Customers,0,Regular Customers
CUST013068,513,1,145.2,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013069,1174,3,2521.67,1,4,4,144,9,Potential Loyalists,1,Inactive Customers
CUST013070,357,1,556.93,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013072,585,2,689.95,3,2,1,321,6,At Risk,2,Occasional Customers
CUST013073,1325,2,2950.94,1,2,4,124,7,Potential Loyalists,1,Inactive Customers
CUST013074,764,1,990.89,2,1,2,212,5,At Risk,2,Occasional Customers
CUST013075,137,3,3996.51,5,4,5,545,14,Champions,0,Regular Customers
CUST013076,74,1,1367.22,5,1,2,512,8,Potential Loyalists,2,Occasional Customers
CUST013077,1221,2,1419.0700000000002,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013078,186,3,1609.81,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST013079,167,1,414.84,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST013080,224,4,4681.05,4,5,5,455,14,Champions,3,High Value Customers
CUST013081,987,3,2474.42,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST013082,20,2,4248.75,5,2,5,525,12,Loyal Customers,0,Regular Customers
CUST013083,1249,2,1395.24,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013085,226,6,7291.98,4,5,5,455,14,Champions,3,High Value Customers
CUST013086,446,1,485.12,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013087,254,1,76.11,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013089,754,1,1552.24,2,1,3,213,6,At Risk,2,Occasional Customers
CUST013090,1079,1,1089.33,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013091,1765,1,480.4,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013092,404,4,3653.72,3,5,5,355,13,Champions,0,Regular Customers
CUST013094,347,1,213.11,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013095,288,3,3678.5699999999997,4,4,5,445,13,Champions,0,Regular Customers
CUST013096,1407,2,2589.9900000000002,1,2,4,124,7,Potential Loyalists,1,Inactive Customers
CUST013097,287,2,199.32,4,2,1,421,7,Potential Loyalists,2,Occasional Customers
CUST013098,881,2,1271.72,2,2,2,222,6,At Risk,1,Inactive Customers
CUST013100,1228,1,1769.5,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013101,968,1,977.7,2,1,2,212,5,At Risk,1,Inactive Customers
CUST013102,419,2,2477.13,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013104,46,2,623.6,5,2,1,521,8,Potential Loyalists,2,Occasional Customers
CUST013105,1689,1,97.79,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013106,25,6,6202.0599999999995,5,5,5,555,15,Champions,3,High Value Customers
CUST013107,450,3,3752.54,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST013108,1555,1,1119.75,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013110,1081,2,1552.1100000000001,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013111,1443,1,763.14,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013112,185,6,6824.58,4,5,5,455,14,Champions,3,High Value Customers
CUST013113,477,1,483.75,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013114,1,2,301.33,5,2,1,521,8,Potential Loyalists,2,Occasional Customers
CUST013115,1136,2,225.16,1,2,1,121,4,At Risk,1,Inactive Customers
CUST013116,14,1,228.07,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST013118,294,3,2373.34,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013119,437,3,2002.69,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST013120,72,2,3267.3999999999996,5,2,4,524,11,Loyal Customers,0,Regular Customers
CUST013121,64,2,2558.76,5,2,4,524,11,Loyal Customers,0,Regular Customers
CUST013122,83,3,2496.8100000000004,5,4,4,544,13,Champions,0,Regular Customers
CUST013123,1135,3,1680.4699999999998,1,4,3,143,8,Potential Loyalists,1,Inactive Customers
CUST013124,228,1,1469.8,4,1,3,413,8,Potential Loyalists,2,Occasional Customers
CUST013125,315,1,616.31,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013128,1232,3,1227.86,1,4,2,142,7,Potential Loyalists,1,Inactive Customers
CUST013129,365,4,5527.84,4,5,5,455,14,Champions,3,High Value Customers
CUST013132,681,1,301.46,2,1,1,211,4,At Risk,2,Occasional Customers
CUST013133,447,4,2298.72,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST013134,491,6,5833.12,3,5,5,355,13,Champions,3,High Value Customers
CUST013135,1501,1,544.53,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013136,716,1,1018.57,2,1,2,212,5,At Risk,2,Occasional Customers
CUST013137,758,1,331.01,2,1,1,211,4,At Risk,2,Occasional Customers
CUST013138,341,1,836.88,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST013139,1045,1,1580.47,2,1,3,213,6,At Risk,1,Inactive Customers
CUST013140,58,4,3254.23,5,5,4,554,14,Champions,0,Regular Customers
CUST013141,518,3,2924.7799999999997,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST013142,1130,1,149.09,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013143,119,4,4728.97,5,5,5,555,15,Champions,3,High Value Customers
CUST013144,514,2,1654.48,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013145,1282,3,3448.71,1,4,5,145,10,Loyal Customers,0,Regular Customers
CUST013146,1406,2,1331.47,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013147,1696,1,525.72,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013148,1279,2,1413.7900000000002,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013149,424,3,2734.0,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST013151,60,5,3626.16,5,5,5,555,15,Champions,3,High Value Customers
CUST013152,369,2,5297.13,4,2,5,425,11,Loyal Customers,0,Regular Customers
CUST013153,531,1,503.3,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013154,117,2,960.23,5,2,2,522,9,Potential Loyalists,2,Occasional Customers
CUST013156,7,5,3724.04,5,5,5,555,15,Champions,3,High Value Customers
CUST013158,494,2,1917.66,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013159,509,2,1658.8799999999999,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013160,557,4,2510.9,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST013161,545,3,2215.56,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST013162,464,1,334.74,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013163,538,4,5036.13,3,5,5,355,13,Champions,3,High Value Customers
CUST013164,2,6,4460.71,5,5,5,555,15,Champions,3,High Value Customers
CUST013165,167,6,7291.6,5,5,5,555,15,Champions,3,High Value Customers
CUST013166,313,5,3121.08,4,5,4,454,13,Champions,3,High Value Customers
CUST013167,185,1,176.51,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013168,574,2,1091.3,3,2,2,322,7,Potential Loyalists,2,Occasional Customers
CUST013169,505,2,1631.76,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013170,374,3,1279.3700000000001,4,4,2,442,10,Loyal Customers,0,Regular Customers
CUST013172,1695,1,1666.42,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013174,24,3,2403.43,5,4,4,544,13,Champions,0,Regular Customers
CUST013175,1099,1,2161.73,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013176,115,4,3536.02,5,5,5,555,15,Champions,0,Regular Customers
CUST013177,1430,2,1415.9099999999999,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013178,596,3,980.77,3,4,2,342,9,Potential Loyalists,0,Regular Customers
CUST013179,1372,1,72.45,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013180,111,3,3341.18,5,4,5,545,14,Champions,0,Regular Customers
CUST013181,1082,1,374.35,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013182,224,2,1387.01,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013183,200,2,444.3,4,2,1,421,7,Potential Loyalists,2,Occasional Customers
CUST013185,554,2,1691.16,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013186,125,3,2985.37,5,4,4,544,13,Champions,0,Regular Customers
CUST013187,88,3,4194.88,5,4,5,545,14,Champions,0,Regular Customers
CUST013188,614,2,2172.1,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013189,100,2,4182.4,5,2,5,525,12,Loyal Customers,0,Regular Customers
CUST013190,1001,1,1418.48,2,1,3,213,6,At Risk,1,Inactive Customers
CUST013191,1193,1,57.7,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013192,389,3,2181.04,4,4,3,443,11,Loyal Customers,0,Regular Customers
CUST013193,642,3,3857.67,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST013194,437,1,1659.03,3,1,3,313,7,Potential Loyalists,2,Occasional Customers
CUST013195,1453,1,1504.93,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013196,57,2,2564.44,5,2,4,524,11,Loyal Customers,0,Regular Customers
CUST013197,1302,2,2726.2,1,2,4,124,7,Potential Loyalists,1,Inactive Customers
CUST013198,225,7,4718.01,4,5,5,455,14,Champions,3,High Value Customers
CUST013199,248,3,3771.96,4,4,5,445,13,Champions,0,Regular Customers
CUST013200,516,3,5175.46,3,4,5,345,12,Loyal Customers,3,High Value Customers
CUST013201,168,3,1318.73,5,4,2,542,11,Loyal Customers,0,Regular Customers
CUST013204,100,4,4846.51,5,5,5,555,15,Champions,3,High Value Customers
CUST013205,493,3,2770.79,3,4,4,344,11,Loyal Customers,0,Regular Customers
CUST013206,628,2,1413.08,3,2,2,322,7,Potential Loyalists,2,Occasional Customers
CUST013207,475,4,3110.27,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST013208,809,1,473.72,2,1,1,211,4,At Risk,2,Occasional Customers
CUST013209,424,1,200.79,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013210,293,2,2370.73,4,2,4,424,10,Loyal Customers,0,Regular Customers
CUST013212,727,5,5176.639999999999,2,5,5,255,12,Loyal Customers,3,High Value Customers
CUST013214,1408,2,1728.58,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013215,1271,1,938.71,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013218,44,5,4353.860000000001,5,5,5,555,15,Champions,3,High Value Customers
CUST013219,345,1,2315.4,4,1,4,414,9,Potential Loyalists,2,Occasional Customers
CUST013222,438,3,4741.34,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST013223,1691,1,2168.0,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013224,494,3,1988.6,3,4,3,343,10,Loyal Customers,0,Regular Customers
CUST013225,925,2,2464.7799999999997,2,2,4,224,8,Potential Loyalists,1,Inactive Customers
CUST013227,171,6,6598.61,5,5,5,555,15,Champions,3,High Value Customers
CUST013228,250,2,2079.06,4,2,3,423,9,Potential Loyalists,2,Occasional Customers
CUST013229,712,1,2040.14,2,1,3,213,6,At Risk,2,Occasional Customers
CUST013230,94,1,163.4,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST013231,1460,2,1430.14,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013232,877,2,3359.96,2,2,5,225,9,Potential Loyalists,0,Regular Customers
CUST013234,39,3,1953.9,5,4,3,543,12,Loyal Customers,0,Regular Customers
CUST013237,298,2,1103.52,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013239,152,1,683.05,5,1,1,511,7,Potential Loyalists,2,Occasional Customers
CUST013240,1039,2,3073.92,2,2,4,224,8,Potential Loyalists,1,Inactive Customers
CUST013242,243,2,3739.67,4,2,5,425,11,Loyal Customers,0,Regular Customers
CUST013244,289,2,525.67,4,2,1,421,7,Potential Loyalists,2,Occasional Customers
CUST013245,304,2,1409.4499999999998,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013248,1137,1,1748.58,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013249,676,1,928.25,2,1,2,212,5,At Risk,2,Occasional Customers
CUST013250,650,1,860.39,3,1,2,312,6,At Risk,2,Occasional Customers
CUST013251,759,3,2053.25,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST013252,1788,1,94.25,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013253,793,1,2001.44,2,1,3,213,6,At Risk,2,Occasional Customers
CUST013254,482,1,670.8,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013255,6,5,6995.879999999999,5,5,5,555,15,Champions,3,High Value Customers
CUST013256,568,2,981.53,3,2,2,322,7,Potential Loyalists,2,Occasional Customers
CUST013257,519,5,7752.37,3,5,5,355,13,Champions,3,High Value Customers
CUST013258,866,3,2569.54,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST013259,42,4,2804.39,5,5,4,554,14,Champions,0,Regular Customers
CUST013261,228,4,5153.23,4,5,5,455,14,Champions,3,High Value Customers
CUST013262,92,2,863.57,5,2,2,522,9,Potential Loyalists,2,Occasional Customers
CUST013263,1016,1,369.75,2,1,1,211,4,At Risk,1,Inactive Customers
CUST013264,279,3,2901.79,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013265,204,5,2879.29,4,5,4,454,13,Champions,3,High Value Customers
CUST013266,917,1,465.84,2,1,1,211,4,At Risk,1,Inactive Customers
CUST013267,693,2,1334.1599999999999,2,2,2,222,6,At Risk,2,Occasional Customers
CUST013268,222,4,2720.23,4,5,4,454,13,Champions,0,Regular Customers
CUST013269,7,4,3483.15,5,5,5,555,15,Champions,0,Regular Customers
CUST013270,403,2,2488.34,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013271,1350,2,947.29,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013272,188,2,380.96,4,2,1,421,7,Potential Loyalists,2,Occasional Customers
CUST013273,403,4,2701.1600000000003,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST013274,231,2,1132.3400000000001,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013275,168,2,519.83,5,2,1,521,8,Potential Loyalists,2,Occasional Customers
CUST013276,20,4,4213.83,5,5,5,555,15,Champions,3,High Value Customers
CUST013277,192,5,2806.34,4,5,4,454,13,Champions,3,High Value Customers
CUST013278,400,4,3476.8599999999997,3,5,5,355,13,Champions,0,Regular Customers
CUST013279,287,3,4209.38,4,4,5,445,13,Champions,0,Regular Customers
CUST013280,180,1,1054.06,4,1,2,412,7,Potential Loyalists,2,Occasional Customers
CUST013281,560,1,1187.74,3,1,2,312,6,At Risk,2,Occasional Customers
CUST013282,450,2,1601.63,3,2,3,323,8,Potential Loyalists,2,Occasional Customers
CUST013283,1248,1,1576.66,1,1,3,113,5,At Risk,1,Inactive Customers
CUST013285,779,2,2131.87,2,2,3,223,7,Potential Loyalists,2,Occasional Customers
CUST013287,69,4,5814.65,5,5,5,555,15,Champions,3,High Value Customers
CUST013288,337,1,474.29,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013289,63,4,3850.4,5,5,5,555,15,Champions,3,High Value Customers
CUST013290,1128,1,1246.62,1,1,2,112,4,At Risk,1,Inactive Customers
CUST013291,594,1,2720.29,3,1,4,314,8,Potential Loyalists,2,Occasional Customers
CUST013292,239,1,457.73,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013293,259,3,3200.12,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013294,897,3,2986.1099999999997,2,4,4,244,10,Loyal Customers,0,Regular Customers
CUST013295,441,4,2784.94,3,5,4,354,12,Loyal Customers,0,Regular Customers
CUST013296,143,4,4848.37,5,5,5,555,15,Champions,3,High Value Customers
CUST013297,1482,2,2831.79,1,2,4,124,7,Potential Loyalists,1,Inactive Customers
CUST013298,503,2,964.52,3,2,2,322,7,Potential Loyalists,2,Occasional Customers
CUST013299,1416,2,1401.48,1,2,2,122,5,At Risk,1,Inactive Customers
CUST013300,133,4,2600.57,5,5,4,554,14,Champions,0,Regular Customers
CUST013301,427,2,2905.0,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013302,103,6,7992.22,5,5,5,555,15,Champions,3,High Value Customers
CUST013303,760,1,2228.0,2,1,4,214,7,Potential Loyalists,2,Occasional Customers
CUST013304,1293,1,507.3,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013305,496,3,514.8299999999999,3,4,1,341,8,Potential Loyalists,2,Occasional Customers
CUST013306,660,1,1492.5,3,1,3,313,7,Potential Loyalists,2,Occasional Customers
CUST013308,591,2,302.81,3,2,1,321,6,At Risk,2,Occasional Customers
CUST013309,1111,3,3213.72,1,4,4,144,9,Potential Loyalists,0,Regular Customers
CUST013310,50,4,6373.91,5,5,5,555,15,Champions,3,High Value Customers
CUST013311,426,3,5678.900000000001,3,4,5,345,12,Loyal Customers,3,High Value Customers
CUST013312,1270,1,179.76,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013313,1022,1,493.33,2,1,1,211,4,At Risk,1,Inactive Customers
CUST013315,514,3,4738.71,3,4,5,345,12,Loyal Customers,0,Regular Customers
CUST013316,1010,1,313.13,2,1,1,211,4,At Risk,1,Inactive Customers
CUST013317,376,3,2484.62,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013318,289,3,2724.92,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013319,1129,1,111.88,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013320,357,1,29.47,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013321,418,2,3064.12,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013322,510,2,3017.25,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013323,354,2,734.9599999999999,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013324,702,1,88.07,2,1,1,211,4,At Risk,2,Occasional Customers
CUST013326,1087,3,4145.32,1,4,5,145,10,Loyal Customers,0,Regular Customers
CUST013327,375,1,371.3,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013328,340,1,649.15,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013329,274,3,2795.9,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013330,1125,4,782.2900000000001,1,5,2,152,8,Potential Loyalists,1,Inactive Customers
CUST013331,548,3,738.95,3,4,2,342,9,Potential Loyalists,2,Occasional Customers
CUST013332,98,3,4148.22,5,4,5,545,14,Champions,0,Regular Customers
CUST013333,76,5,2948.57,5,5,4,554,14,Champions,3,High Value Customers
CUST013334,247,3,3049.58,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013335,552,4,4607.8099999999995,3,5,5,355,13,Champions,3,High Value Customers
CUST013336,1033,1,1176.53,2,1,2,212,5,At Risk,1,Inactive Customers
CUST013338,336,2,1087.24,4,2,2,422,8,Potential Loyalists,2,Occasional Customers
CUST013339,51,3,3099.33,5,4,4,544,13,Champions,0,Regular Customers
CUST013340,843,1,1083.44,2,1,2,212,5,At Risk,1,Inactive Customers
CUST013341,446,2,2505.3799999999997,3,2,4,324,9,Potential Loyalists,0,Regular Customers
CUST013342,80,2,1220.69,5,2,2,522,9,Potential Loyalists,2,Occasional Customers
CUST013343,925,2,2016.5,2,2,3,223,7,Potential Loyalists,1,Inactive Customers
CUST013344,37,5,3846.4,5,5,5,555,15,Champions,3,High Value Customers
CUST013345,6,3,2594.15,5,4,4,544,13,Champions,0,Regular Customers
CUST013346,521,1,397.33,3,1,1,311,5,At Risk,2,Occasional Customers
CUST013347,319,3,3018.4,4,4,4,444,12,Loyal Customers,0,Regular Customers
CUST013348,389,1,691.62,4,1,1,411,6,At Risk,2,Occasional Customers
CUST013349,354,4,3290.11,4,5,4,454,13,Champions,0,Regular Customers
CUST013350,894,2,2542.88,2,2,4,224,8,Potential Loyalists,1,Inactive Customers
CUST013351,1155,2,1925.2199999999998,1,2,3,123,6,At Risk,1,Inactive Customers
CUST013352,176,4,1530.15,4,5,3,453,12,Loyal Customers,0,Regular Customers
CUST013353,715,3,1962.5500000000002,2,4,3,243,9,Potential Loyalists,0,Regular Customers
CUST013354,1786,1,667.05,1,1,1,111,3,Lost Customers,1,Inactive Customers
CUST013355,123,2,1969.7399999999998,5,2,3,523,10,Loyal Customers,2,Occasional Customers
