CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment
CUST015189,110,3,2793.17,5,4,4,544,13,Champions
CUST015190,149,6,6272.7,5,5,5,555,15,Champions
CUST015191,184,3,2069.92,4,4,3,443,11,Loyal Customers
CUST015192,1116,1,952.46,1,1,2,112,4,At Risk
CUST015194,1149,3,3055.4500000000003,1,4,4,144,9,Potential Loyalists
CUST015195,194,6,7302.06,4,5,5,455,14,Champions
CUST015196,988,3,1570.98,2,4,3,243,9,Potential Loyalists
CUST015198,908,3,1757.68,2,4,3,243,9,Potential Loyalists
CUST015199,85,2,306.48,5,3,1,531,9,Potential Loyalists
CUST015201,1400,1,1270.37,1,1,2,112,4,At Risk
CUST015202,173,2,2345.65,5,3,4,534,12,Loyal Customers
CUST015203,356,3,4319.76,4,4,5,445,13,Champions
CUST015204,955,3,4665.87,2,4,5,245,11,Loyal Customers
CUST015205,741,3,2192.27,2,4,3,243,9,Potential Loyalists
CUST015206,98,3,4383.01,5,4,5,545,14,Champions
CUST015207,1039,2,3974.85,2,3,5,235,10,Loyal Customers
CUST015208,58,3,3294.74,5,4,4,544,13,Champions
CUST015210,145,3,2799.9,5,4,4,544,13,Champions
CUST015211,518,3,1631.63,3,4,3,343,10,Loyal Customers
CUST015212,847,3,619.3399999999999,2,4,1,241,7,Potential Loyalists
CUST015213,1057,1,65.96,2,1,1,211,4,At Risk
CUST015214,166,2,208.9,5,3,1,531,9,Potential Loyalists
CUST015215,1048,3,1495.66,2,4,3,243,9,Potential Loyalists
CUST015216,1309,1,301.64,1,1,1,111,3,Lost Customers
CUST015217,754,1,299.05,2,1,1,211,4,At Risk
CUST015218,340,4,4256.08,4,5,5,455,14,Champions
CUST015220,123,2,3444.72,5,3,5,535,13,Champions
CUST015221,124,2,3345.5699999999997,5,3,5,535,13,Champions
CUST015222,977,2,2051.0699999999997,2,3,3,233,8,Potential Loyalists
CUST015224,1576,1,283.83,1,1,1,111,3,Lost Customers
CUST015225,10,3,1664.03,5,4,3,543,12,Loyal Customers
CUST015226,115,3,1455.8999999999999,5,4,3,543,12,Loyal Customers
CUST015229,679,2,3511.8999999999996,2,3,5,235,10,Loyal Customers
CUST015231,82,6,10638.789999999999,5,5,5,555,15,Champions
CUST015232,1147,1,1099.03,1,1,2,112,4,At Risk
CUST015233,480,2,2245.89,3,3,4,334,10,Loyal Customers
CUST015234,639,3,4102.31,3,4,5,345,12,Loyal Customers
CUST015236,605,2,2467.48,3,3,4,334,10,Loyal Customers
CUST015238,529,2,2278.0299999999997,3,3,4,334,10,Loyal Customers
CUST015239,1193,2,1620.04,1,3,3,133,7,Potential Loyalists
CUST015242,651,4,5398.38,3,5,5,355,13,Champions
CUST015243,281,4,3801.53,4,5,5,455,14,Champions
CUST015244,416,3,2348.82,3,4,4,344,11,Loyal Customers
CUST015245,317,4,4507.13,4,5,5,455,14,Champions
CUST015246,440,2,3096.55,3,3,4,334,10,Loyal Customers
CUST015247,435,3,4142.03,3,4,5,345,12,Loyal Customers
CUST015248,1559,1,658.84,1,1,1,111,3,Lost Customers
CUST015249,735,1,617.22,2,1,1,211,4,At Risk
CUST015250,782,2,2765.8,2,3,4,234,9,Potential Loyalists
CUST015252,67,5,4046.5899999999997,5,5,5,555,15,Champions
CUST015253,225,3,1263.87,4,4,2,442,10,Loyal Customers
CUST015254,316,1,743.45,4,1,2,412,7,Potential Loyalists
CUST015255,122,3,1784.43,5,4,3,543,12,Loyal Customers
CUST015257,709,1,1388.32,2,1,2,212,5,At Risk
CUST015258,117,3,870.11,5,4,2,542,11,Loyal Customers
CUST015259,877,2,3205.99,2,3,4,234,9,Potential Loyalists
CUST015260,5,1,542.16,5,1,1,511,7,Potential Loyalists
CUST015261,1641,1,576.99,1,1,1,111,3,Lost Customers
CUST015262,863,2,1683.9099999999999,2,3,3,233,8,Potential Loyalists
CUST015264,1089,3,2555.7400000000002,1,4,4,144,9,Potential Loyalists
CUST015265,288,7,2455.0299999999997,4,5,4,454,13,Champions
CUST015266,344,2,4890.98,4,3,5,435,12,Loyal Customers
CUST015267,95,3,1421.21,5,4,3,543,12,Loyal Customers
CUST015269,398,2,2537.43,3,3,4,334,10,Loyal Customers
CUST015270,179,3,537.27,4,4,1,441,9,Potential Loyalists
CUST015271,123,4,3013.8,5,5,4,554,14,Champions
CUST015272,1088,1,583.51,1,1,1,111,3,Lost Customers
CUST015273,990,2,3308.51,2,3,4,234,9,Potential Loyalists
CUST015275,795,3,3964.96,2,4,5,245,11,Loyal Customers
CUST015276,445,2,2463.4700000000003,3,3,4,334,10,Loyal Customers
CUST015277,1104,1,2152.85,1,1,3,113,5,At Risk
CUST015278,186,3,2156.2799999999997,4,4,3,443,11,Loyal Customers
CUST015279,758,2,2568.55,2,3,4,234,9,Potential Loyalists
CUST015280,581,3,3712.4700000000003,3,4,5,345,12,Loyal Customers
CUST015281,525,2,863.5799999999999,3,3,2,332,8,Potential Loyalists
CUST015282,204,3,2336.6099999999997,4,4,4,444,12,Loyal Customers
CUST015283,1265,1,147.96,1,1,1,111,3,Lost Customers
CUST015284,1657,1,2634.07,1,1,4,114,6,At Risk
CUST015285,1419,2,3077.33,1,3,4,134,8,Potential Loyalists
CUST015286,439,2,2350.12,3,3,4,334,10,Loyal Customers
CUST015287,260,3,5389.83,4,4,5,445,13,Champions
CUST015288,536,2,1186.0,3,3,2,332,8,Potential Loyalists
CUST015289,745,3,2749.9900000000002,2,4,4,244,10,Loyal Customers
CUST015291,257,4,4278.45,4,5,5,455,14,Champions
CUST015293,538,2,1367.51,3,3,2,332,8,Potential Loyalists
CUST015294,174,1,1926.38,5,1,3,513,9,Potential Loyalists
CUST015295,142,1,1238.16,5,1,2,512,8,Potential Loyalists
CUST015297,70,2,1379.83,5,3,2,532,10,Loyal Customers
CUST015298,492,3,1321.88,3,4,2,342,9,Potential Loyalists
CUST015300,645,2,1761.3799999999999,3,3,3,333,9,Potential Loyalists
CUST015301,1087,2,2314.96,1,3,4,134,8,Potential Loyalists
CUST015302,193,3,5588.360000000001,4,4,5,445,13,Champions
CUST015303,865,3,3145.95,2,4,4,244,10,Loyal Customers
CUST015304,731,2,225.99,2,3,1,231,6,At Risk
CUST015306,44,2,2112.91,5,3,3,533,11,Loyal Customers
CUST015309,128,3,2264.27,5,4,4,544,13,Champions
CUST015310,247,6,8156.889999999999,4,5,5,455,14,Champions
CUST015311,7,6,4596.360000000001,5,5,5,555,15,Champions
CUST015312,820,1,1526.03,2,1,3,213,6,At Risk
CUST015313,362,2,874.29,4,3,2,432,9,Potential Loyalists
CUST015314,362,1,548.68,4,1,1,411,6,At Risk
CUST015315,183,1,132.94,4,1,1,411,6,At Risk
CUST015316,997,1,752.52,2,1,2,212,5,At Risk
CUST015317,818,1,437.96,2,1,1,211,4,At Risk
CUST015318,756,1,862.36,2,1,2,212,5,At Risk
CUST015319,204,1,1481.42,4,1,3,413,8,Potential Loyalists
CUST015321,835,2,1385.9,2,3,2,232,7,Potential Loyalists
CUST015322,1075,2,876.75,1,3,2,132,6,At Risk
CUST015323,39,3,4265.17,5,4,5,545,14,Champions
CUST015324,29,4,1314.1,5,5,2,552,12,Loyal Customers
CUST015325,1369,1,953.05,1,1,2,112,4,At Risk
CUST015326,265,1,333.41,4,1,1,411,6,At Risk
CUST015327,1056,2,1815.5800000000002,2,3,3,233,8,Potential Loyalists
CUST015328,1730,1,333.3,1,1,1,111,3,Lost Customers
CUST015329,1256,2,970.6,1,3,2,132,6,At Risk
CUST015331,357,2,2276.89,4,3,4,434,11,Loyal Customers
CUST015332,926,3,1659.83,2,4,3,243,9,Potential Loyalists
CUST015333,1761,1,1001.52,1,1,2,112,4,At Risk
CUST015334,854,1,89.69,2,1,1,211,4,At Risk
CUST015335,119,4,6578.43,5,5,5,555,15,Champions
CUST015336,71,3,1544.27,5,4,3,543,12,Loyal Customers
CUST015337,227,3,3500.73,4,4,5,445,13,Champions
CUST015338,634,2,2511.44,3,3,4,334,10,Loyal Customers
CUST015339,929,2,1235.06,2,3,2,232,7,Potential Loyalists
CUST015340,387,4,4166.0,4,5,5,455,14,Champions
CUST015341,710,1,562.95,2,1,1,211,4,At Risk
CUST015342,464,3,936.04,3,4,2,342,9,Potential Loyalists
CUST015343,279,3,1967.3000000000002,4,4,3,443,11,Loyal Customers
CUST015344,731,2,2083.4,2,3,3,233,8,Potential Loyalists
CUST015345,428,5,4756.12,3,5,5,355,13,Champions
CUST015348,48,4,5339.19,5,5,5,555,15,Champions
CUST015349,354,2,1626.4899999999998,4,3,3,433,10,Loyal Customers
CUST015350,126,1,1063.93,5,1,2,512,8,Potential Loyalists
CUST015351,87,1,437.52,5,1,1,511,7,Potential Loyalists
CUST015352,447,1,1614.14,3,1,3,313,7,Potential Loyalists
CUST015354,1132,5,3024.2,1,5,4,154,10,Loyal Customers
CUST015355,549,2,1950.27,3,3,3,333,9,Potential Loyalists
CUST015356,1822,1,1939.84,1,1,3,113,5,At Risk
CUST015357,1307,3,2596.4,1,4,4,144,9,Potential Loyalists
CUST015358,353,3,4000.24,4,4,5,445,13,Champions
CUST015359,1188,1,1747.52,1,1,3,113,5,At Risk
CUST015361,1451,2,3296.01,1,3,4,134,8,Potential Loyalists
CUST015362,137,2,421.84000000000003,5,3,1,531,9,Potential Loyalists
CUST015363,294,3,3024.13,4,4,4,444,12,Loyal Customers
CUST015364,280,4,3993.44,4,5,5,455,14,Champions
CUST015365,1120,2,223.91,1,3,1,131,5,At Risk
CUST015366,331,2,3753.9400000000005,4,3,5,435,12,Loyal Customers
CUST015367,1009,1,1312.48,2,1,2,212,5,At Risk
CUST015368,65,4,3179.31,5,5,4,554,14,Champions
CUST015369,525,2,1500.73,3,3,3,333,9,Potential Loyalists
CUST015371,422,1,629.93,3,1,1,311,5,At Risk
CUST015372,50,4,1726.89,5,5,3,553,13,Champions
CUST015373,26,3,3569.96,5,4,5,545,14,Champions
CUST015374,893,2,2112.28,2,3,3,233,8,Potential Loyalists
CUST015375,241,3,1938.85,4,4,3,443,11,Loyal Customers
CUST015376,1169,1,371.78,1,1,1,111,3,Lost Customers
CUST015377,173,1,37.71,5,1,1,511,7,Potential Loyalists
CUST015378,358,2,2039.7800000000002,4,3,3,433,10,Loyal Customers
CUST015379,1164,2,3023.7200000000003,1,3,4,134,8,Potential Loyalists
CUST015380,267,1,964.4,4,1,2,412,7,Potential Loyalists
CUST015381,123,3,2468.63,5,4,4,544,13,Champions
CUST015382,117,4,5670.9,5,5,5,555,15,Champions
CUST015383,1623,1,608.86,1,1,1,111,3,Lost Customers
CUST015384,266,1,86.96,4,1,1,411,6,At Risk
CUST015385,155,2,1351.67,5,3,2,532,10,Loyal Customers
CUST015386,806,1,331.25,2,1,1,211,4,At Risk
CUST015387,1094,1,322.05,1,1,1,111,3,Lost Customers
CUST015388,664,2,642.25,3,3,1,331,7,Potential Loyalists
CUST015389,324,6,5988.9,4,5,5,455,14,Champions
CUST015390,415,3,1858.37,3,4,3,343,10,Loyal Customers
CUST015393,795,1,2184.27,2,1,3,213,6,At Risk
CUST015395,1443,1,182.64,1,1,1,111,3,Lost Customers
CUST015396,61,4,2637.33,5,5,4,554,14,Champions
CUST015397,159,6,3063.96,5,5,4,554,14,Champions
CUST015398,550,3,1948.23,3,4,3,343,10,Loyal Customers
CUST015399,1317,3,3582.42,1,4,5,145,10,Loyal Customers
CUST015400,164,5,7774.12,5,5,5,555,15,Champions
CUST015401,17,3,2581.43,5,4,4,544,13,Champions
CUST015403,96,5,2308.81,5,5,4,554,14,Champions
CUST015404,1195,1,254.7,1,1,1,111,3,Lost Customers
CUST015405,271,1,1771.6,4,1,3,413,8,Potential Loyalists
CUST015406,661,1,801.75,3,1,2,312,6,At Risk
CUST015407,851,2,1122.54,2,3,2,232,7,Potential Loyalists
CUST015409,719,2,1693.17,2,3,3,233,8,Potential Loyalists
CUST015410,56,3,1505.42,5,4,3,543,12,Loyal Customers
CUST015411,230,4,1946.6,4,5,3,453,12,Loyal Customers
CUST015412,264,3,2538.63,4,4,4,444,12,Loyal Customers
CUST015413,590,2,1585.55,3,3,3,333,9,Potential Loyalists
CUST015414,1275,1,150.1,1,1,1,111,3,Lost Customers
CUST015415,184,3,1856.28,4,4,3,443,11,Loyal Customers
CUST015416,1456,1,1351.98,1,1,2,112,4,At Risk
CUST015417,1475,1,516.51,1,1,1,111,3,Lost Customers
CUST015418,959,2,1372.13,2,3,2,232,7,Potential Loyalists
CUST015419,115,2,3565.52,5,3,5,535,13,Champions
CUST015420,292,1,995.34,4,1,2,412,7,Potential Loyalists
CUST015421,568,2,652.6800000000001,3,3,1,331,7,Potential Loyalists
CUST015422,189,3,1123.96,4,4,2,442,10,Loyal Customers
CUST015424,1252,2,1725.29,1,3,3,133,7,Potential Loyalists
CUST015425,97,1,537.02,5,1,1,511,7,Potential Loyalists
CUST015426,839,2,1052.8,2,3,2,232,7,Potential Loyalists
CUST015428,548,2,638.1800000000001,3,3,1,331,7,Potential Loyalists
CUST015429,357,3,2050.77,4,4,3,443,11,Loyal Customers
CUST015431,163,1,155.26,5,1,1,511,7,Potential Loyalists
CUST015432,846,1,276.47,2,1,1,211,4,At Risk
CUST015433,219,3,2523.35,4,4,4,444,12,Loyal Customers
CUST015434,500,4,2638.63,3,5,4,354,12,Loyal Customers
CUST015436,5,4,5019.63,5,5,5,555,15,Champions
CUST015437,1338,2,619.26,1,3,1,131,5,At Risk
CUST015438,37,4,7625.5,5,5,5,555,15,Champions
CUST015439,1373,1,2326.46,1,1,4,114,6,At Risk
CUST015440,489,1,251.61,3,1,1,311,5,At Risk
CUST015441,170,2,1080.36,5,3,2,532,10,Loyal Customers
CUST015442,432,2,1264.98,3,3,2,332,8,Potential Loyalists
CUST015443,1332,2,2202.12,1,3,3,133,7,Potential Loyalists
CUST015444,1303,1,199.33,1,1,1,111,3,Lost Customers
CUST015445,4,3,1812.54,5,4,3,543,12,Loyal Customers
CUST015446,180,6,5561.469999999999,4,5,5,455,14,Champions
CUST015447,1159,3,3361.53,1,4,5,145,10,Loyal Customers
CUST015448,344,4,2459.11,4,5,4,454,13,Champions
CUST015449,663,3,2151.79,3,4,3,343,10,Loyal Customers
CUST015450,328,1,1076.64,4,1,2,412,7,Potential Loyalists
CUST015451,553,1,249.91,3,1,1,311,5,At Risk
CUST015452,796,4,1876.86,2,5,3,253,10,Loyal Customers
CUST015453,91,4,3942.42,5,5,5,555,15,Champions
CUST015454,163,3,2691.5,5,4,4,544,13,Champions
CUST015455,161,5,5382.41,5,5,5,555,15,Champions
CUST015456,1623,1,1734.51,1,1,3,113,5,At Risk
CUST015457,944,4,3009.78,2,5,4,254,11,Loyal Customers
CUST015458,183,4,3322.85,4,5,4,454,13,Champions
CUST015459,1771,1,414.33,1,1,1,111,3,Lost Customers
CUST015460,261,2,1418.15,4,3,3,433,10,Loyal Customers
CUST015461,1684,1,2674.37,1,1,4,114,6,At Risk
CUST015462,211,2,1477.3200000000002,4,3,3,433,10,Loyal Customers
CUST015463,52,2,888.96,5,3,2,532,10,Loyal Customers
CUST015464,1160,1,1732.5,1,1,3,113,5,At Risk
CUST015465,1768,1,195.62,1,1,1,111,3,Lost Customers
CUST015466,751,2,2311.66,2,3,4,234,9,Potential Loyalists
CUST015468,789,2,987.22,2,3,2,232,7,Potential Loyalists
CUST015469,144,4,3626.2799999999997,5,5,5,555,15,Champions
CUST015470,150,3,1872.17,5,4,3,543,12,Loyal Customers
CUST015472,1518,1,604.25,1,1,1,111,3,Lost Customers
CUST015473,1206,1,1013.58,1,1,2,112,4,At Risk
CUST015474,47,1,185.9,5,1,1,511,7,Potential Loyalists
CUST015475,122,5,5583.110000000001,5,5,5,555,15,Champions
CUST015476,67,3,4570.639999999999,5,4,5,545,14,Champions
CUST015477,946,1,1928.38,2,1,3,213,6,At Risk
CUST015478,1291,1,504.19,1,1,1,111,3,Lost Customers
CUST015479,262,3,5534.74,4,4,5,445,13,Champions
CUST015480,568,3,2790.15,3,4,4,344,11,Loyal Customers
CUST015481,989,2,1112.68,2,3,2,232,7,Potential Loyalists
CUST015482,325,2,2928.43,4,3,4,434,11,Loyal Customers
CUST015483,657,1,534.26,3,1,1,311,5,At Risk
CUST015484,1484,2,288.86,1,3,1,131,5,At Risk
CUST015485,403,3,2373.63,3,4,4,344,11,Loyal Customers
CUST015486,130,5,3761.65,5,5,5,555,15,Champions
CUST015487,543,4,3510.14,3,5,5,355,13,Champions
CUST015488,1211,1,170.32,1,1,1,111,3,Lost Customers
CUST015489,208,4,3307.17,4,5,4,454,13,Champions
CUST015490,222,2,1268.81,4,3,2,432,9,Potential Loyalists
CUST015491,14,4,2201.38,5,5,3,553,13,Champions
CUST015492,1538,1,201.3,1,1,1,111,3,Lost Customers
CUST015493,271,2,2025.42,4,3,3,433,10,Loyal Customers
CUST015494,454,1,771.54,3,1,2,312,6,At Risk
CUST015495,56,2,148.44,5,3,1,531,9,Potential Loyalists
CUST015496,523,2,567.47,3,3,1,331,7,Potential Loyalists
CUST015498,18,2,1787.0,5,3,3,533,11,Loyal Customers
CUST015499,231,2,3450.79,4,3,5,435,12,Loyal Customers
CUST015500,428,3,4242.01,3,4,5,345,12,Loyal Customers
CUST015501,360,4,806.28,4,5,2,452,11,Loyal Customers
CUST015502,3,3,1390.59,5,4,2,542,11,Loyal Customers
CUST015503,253,2,1277.5600000000002,4,3,2,432,9,Potential Loyalists
CUST015504,1373,1,961.63,1,1,2,112,4,At Risk
CUST015505,266,1,535.6,4,1,1,411,6,At Risk
CUST015506,1127,2,778.34,1,3,2,132,6,At Risk
CUST015508,527,3,3872.62,3,4,5,345,12,Loyal Customers
CUST015509,240,1,995.44,4,1,2,412,7,Potential Loyalists
CUST015511,1036,2,2987.5299999999997,2,3,4,234,9,Potential Loyalists
CUST015512,1591,2,1593.25,1,3,3,133,7,Potential Loyalists
CUST015514,1622,1,1108.35,1,1,2,112,4,At Risk
CUST015516,64,2,991.64,5,3,2,532,10,Loyal Customers
CUST015518,794,2,570.5899999999999,2,3,1,231,6,At Risk
CUST015519,797,2,2798.6400000000003,2,3,4,234,9,Potential Loyalists
CUST015520,272,2,1892.99,4,3,3,433,10,Loyal Customers
CUST015521,509,3,4236.25,3,4,5,345,12,Loyal Customers
CUST015522,608,3,4150.57,3,4,5,345,12,Loyal Customers
CUST015523,140,3,6265.22,5,4,5,545,14,Champions
CUST015524,390,3,4602.2,3,4,5,345,12,Loyal Customers
CUST015525,1128,1,714.54,1,1,2,112,4,At Risk
CUST015529,111,3,1106.96,5,4,2,542,11,Loyal Customers
CUST015530,1087,1,599.88,1,1,1,111,3,Lost Customers
CUST015531,710,2,703.02,2,3,2,232,7,Potential Loyalists
CUST015532,230,2,453.71000000000004,4,3,1,431,8,Potential Loyalists
CUST015533,923,1,681.14,2,1,1,211,4,At Risk
CUST015534,1646,2,946.5699999999999,1,3,2,132,6,At Risk
CUST015535,404,2,1172.56,3,3,2,332,8,Potential Loyalists
CUST015536,612,4,3100.51,3,5,4,354,12,Loyal Customers
CUST015537,790,3,2654.48,2,4,4,244,10,Loyal Customers
CUST015538,300,1,1502.04,4,1,3,413,8,Potential Loyalists
CUST015539,152,2,1265.41,5,3,2,532,10,Loyal Customers
CUST015540,479,4,4121.04,3,5,5,355,13,Champions
CUST015541,729,3,2314.77,2,4,4,244,10,Loyal Customers
CUST015542,544,1,238.91,3,1,1,311,5,At Risk
CUST015544,568,4,1998.73,3,5,3,353,11,Loyal Customers
CUST015545,1177,1,390.49,1,1,1,111,3,Lost Customers
CUST015546,276,3,2441.67,4,4,4,444,12,Loyal Customers
CUST015547,709,5,4372.46,2,5,5,255,12,Loyal Customers
CUST015548,525,1,1795.74,3,1,3,313,7,Potential Loyalists
CUST015549,468,3,1918.8,3,4,3,343,10,Loyal Customers
CUST015550,1141,1,1037.75,1,1,2,112,4,At Risk
CUST015551,962,3,3119.31,2,4,4,244,10,Loyal Customers
CUST015552,947,1,148.97,2,1,1,211,4,At Risk
CUST015553,788,2,2342.59,2,3,4,234,9,Potential Loyalists
CUST015554,5,2,3790.23,5,3,5,535,13,Champions
CUST015555,838,2,1703.8400000000001,2,3,3,233,8,Potential Loyalists
CUST015556,1063,2,1326.52,2,3,2,232,7,Potential Loyalists
CUST015557,76,3,705.23,5,4,2,542,11,Loyal Customers
CUST015558,627,1,221.97,3,1,1,311,5,At Risk
CUST015559,706,1,241.36,2,1,1,211,4,At Risk
CUST015560,9,4,4255.35,5,5,5,555,15,Champions
CUST015561,394,1,419.64,3,1,1,311,5,At Risk
CUST015562,300,3,1794.58,4,4,3,443,11,Loyal Customers
CUST015563,53,1,340.92,5,1,1,511,7,Potential Loyalists
CUST015564,912,1,1680.97,2,1,3,213,6,At Risk
CUST015565,1235,3,1810.4299999999998,1,4,3,143,8,Potential Loyalists
CUST015566,1503,2,1702.4,1,3,3,133,7,Potential Loyalists
CUST015567,1641,1,1104.07,1,1,2,112,4,At Risk
CUST015568,894,3,1931.2199999999998,2,4,3,243,9,Potential Loyalists
CUST015569,853,2,1083.72,2,3,2,232,7,Potential Loyalists
CUST015570,81,4,2965.89,5,5,4,554,14,Champions
CUST015572,1663,1,261.58,1,1,1,111,3,Lost Customers
CUST015573,493,2,526.0799999999999,3,3,1,331,7,Potential Loyalists
CUST015575,94,1,1887.72,5,1,3,513,9,Potential Loyalists
CUST015576,1224,2,3238.4,1,3,4,134,8,Potential Loyalists
CUST015577,308,2,1873.13,4,3,3,433,10,Loyal Customers
CUST015578,261,2,1242.87,4,3,2,432,9,Potential Loyalists
CUST015579,246,3,5000.870000000001,4,4,5,445,13,Champions
CUST015580,1514,1,432.28,1,1,1,111,3,Lost Customers
CUST015581,1718,1,791.38,1,1,2,112,4,At Risk
CUST015582,336,4,2668.36,4,5,4,454,13,Champions
CUST015583,426,1,1410.13,3,1,2,312,6,At Risk
CUST015585,162,4,1435.25,5,5,3,553,13,Champions
CUST015587,755,3,1866.49,2,4,3,243,9,Potential Loyalists
CUST015588,893,1,397.67,2,1,1,211,4,At Risk
CUST015589,1043,1,1055.64,2,1,2,212,5,At Risk
CUST015591,264,6,4699.8,4,5,5,455,14,Champions
CUST015592,353,3,4313.77,4,4,5,445,13,Champions
CUST015593,904,3,3090.05,2,4,4,244,10,Loyal Customers
CUST015594,997,1,303.0,2,1,1,211,4,At Risk
CUST015595,467,1,1954.15,3,1,3,313,7,Potential Loyalists
CUST015596,572,3,1080.48,3,4,2,342,9,Potential Loyalists
CUST015597,715,1,531.87,2,1,1,211,4,At Risk
CUST015599,678,2,1025.8400000000001,2,3,2,232,7,Potential Loyalists
CUST015600,969,2,1501.4,2,3,3,233,8,Potential Loyalists
CUST015601,876,1,277.91,2,1,1,211,4,At Risk
CUST015602,238,1,2092.39,4,1,3,413,8,Potential Loyalists
CUST015603,1195,1,721.12,1,1,2,112,4,At Risk
CUST015604,54,5,6537.4,5,5,5,555,15,Champions
CUST015605,1012,1,681.42,2,1,1,211,4,At Risk
CUST015606,25,2,1540.97,5,3,3,533,11,Loyal Customers
CUST015608,540,3,1214.06,3,4,2,342,9,Potential Loyalists
CUST015609,126,1,116.44,5,1,1,511,7,Potential Loyalists
CUST015610,234,2,980.8,4,3,2,432,9,Potential Loyalists
CUST015612,940,2,800.9000000000001,2,3,2,232,7,Potential Loyalists
CUST015613,337,4,2095.24,4,5,3,453,12,Loyal Customers
CUST015615,318,3,938.95,4,4,2,442,10,Loyal Customers
CUST015616,175,3,2486.34,5,4,4,544,13,Champions
CUST015617,416,3,3270.77,3,4,4,344,11,Loyal Customers
CUST015618,212,2,2798.37,4,3,4,434,11,Loyal Customers
CUST015619,1295,2,495.95,1,3,1,131,5,At Risk
CUST015620,359,1,951.52,4,1,2,412,7,Potential Loyalists
CUST015621,1568,1,1500.32,1,1,3,113,5,At Risk
CUST015623,599,1,1538.04,3,1,3,313,7,Potential Loyalists
CUST015624,799,3,2770.27,2,4,4,244,10,Loyal Customers
CUST015626,14,1,218.02,5,1,1,511,7,Potential Loyalists
CUST015627,972,1,1207.36,2,1,2,212,5,At Risk
CUST015629,1548,1,1819.28,1,1,3,113,5,At Risk
CUST015630,528,3,6339.88,3,4,5,345,12,Loyal Customers
CUST015631,1170,1,191.42,1,1,1,111,3,Lost Customers
CUST015632,494,4,4766.34,3,5,5,355,13,Champions
CUST015633,1531,2,1381.9799999999998,1,3,2,132,6,At Risk
CUST015634,549,2,2825.72,3,3,4,334,10,Loyal Customers
CUST015635,381,3,2327.14,4,4,4,444,12,Loyal Customers
CUST015637,170,1,761.56,5,1,2,512,8,Potential Loyalists
CUST015638,424,2,2767.57,3,3,4,334,10,Loyal Customers
CUST015639,744,2,809.96,2,3,2,232,7,Potential Loyalists
CUST015641,301,4,2879.98,4,5,4,454,13,Champions
CUST015642,165,3,1678.79,5,4,3,543,12,Loyal Customers
CUST015643,85,3,1987.08,5,4,3,543,12,Loyal Customers
CUST015645,30,2,568.1099999999999,5,3,1,531,9,Potential Loyalists
CUST015646,882,1,766.09,2,1,2,212,5,At Risk
CUST015647,718,3,4153.09,2,4,5,245,11,Loyal Customers
CUST015648,382,3,3483.43,4,4,5,445,13,Champions
CUST015649,1679,1,242.14,1,1,1,111,3,Lost Customers
CUST015650,1138,1,694.96,1,1,1,111,3,Lost Customers
CUST015651,533,4,1651.07,3,5,3,353,11,Loyal Customers
CUST015652,361,1,2529.62,4,1,4,414,9,Potential Loyalists
CUST015653,682,3,5580.24,2,4,5,245,11,Loyal Customers
CUST015655,1357,1,882.64,1,1,2,112,4,At Risk
CUST015656,421,2,459.2,3,3,1,331,7,Potential Loyalists
CUST015657,418,3,584.7,3,4,1,341,8,Potential Loyalists
CUST015658,63,1,2610.23,5,1,4,514,10,Loyal Customers
CUST015660,446,4,2240.09,3,5,4,354,12,Loyal Customers
CUST015661,105,2,1142.67,5,3,2,532,10,Loyal Customers
CUST015663,225,6,4190.13,4,5,5,455,14,Champions
CUST015665,134,2,2670.47,5,3,4,534,12,Loyal Customers
CUST015666,266,6,8398.92,4,5,5,455,14,Champions
CUST015668,97,4,4056.86,5,5,5,555,15,Champions
CUST015669,106,2,1356.09,5,3,2,532,10,Loyal Customers
CUST015671,257,4,983.84,4,5,2,452,11,Loyal Customers
CUST015673,100,3,1706.66,5,4,3,543,12,Loyal Customers
CUST015674,479,1,1214.7,3,1,2,312,6,At Risk
CUST015675,564,1,1674.38,3,1,3,313,7,Potential Loyalists
CUST015676,1114,1,1015.0,1,1,2,112,4,At Risk
CUST015677,15,5,10956.1,5,5,5,555,15,Champions
CUST015678,12,6,5310.52,5,5,5,555,15,Champions
CUST015679,430,1,1069.42,3,1,2,312,6,At Risk
CUST015680,157,1,268.02,5,1,1,511,7,Potential Loyalists
CUST015681,444,1,284.63,3,1,1,311,5,At Risk
CUST015682,657,4,1702.85,3,5,3,353,11,Loyal Customers
CUST015683,310,3,4110.77,4,4,5,445,13,Champions
CUST015684,1131,1,212.7,1,1,1,111,3,Lost Customers
CUST015685,724,3,2958.25,2,4,4,244,10,Loyal Customers
CUST015686,1187,1,596.55,1,1,1,111,3,Lost Customers
CUST015688,350,2,2016.46,4,3,3,433,10,Loyal Customers
CUST015689,1314,1,310.25,1,1,1,111,3,Lost Customers
CUST015691,146,3,737.28,5,4,2,542,11,Loyal Customers
CUST015692,570,4,3912.8,3,5,5,355,13,Champions
CUST015693,348,1,64.73,4,1,1,411,6,At Risk
CUST015694,1782,1,329.03,1,1,1,111,3,Lost Customers
CUST015695,640,3,2195.36,3,4,3,343,10,Loyal Customers
CUST015696,1040,2,274.46000000000004,2,3,1,231,6,At Risk
CUST015697,1667,1,1105.99,1,1,2,112,4,At Risk
